StudentID,Age,Gender,ParentalEducation,StudyTimeWeekly,StudyTimeWeeklyCategory,Absences,AbsencesCategory,Tutoring,ParentalSupport,ExtracurricularCategory,Extracurricular,Sports,Music,Volunteering,Year Level,GPA,Previous Grades,GradeCategory,GradeCategories,GradeClass,Subject,RoundedClass
1044,18,1,1,18.24509122,2,9,1,0,2,0,0,1,0,0,3,3.283024177,2.888891669,1,1,2,2,3
1045,18,1,1,18.92151236,0,1,0,1,3,1,1,1,0,0,2,4.563746176,4,0,0,0,2,3
1046,18,0,2,4.89431194,0,7,1,0,4,1,0,0,1,0,2,2.296240685,2.515300272,1,1,2,3,3
1047,18,0,2,2.631306133,0,5,0,0,1,1,1,0,0,0,2,2.716137198,2.56376543,1,1,2,3,2
1048,17,0,2,6.04553401,2,15,2,0,2,0,0,0,0,0,4,1.586337776,1.703611803,2,2,4,2,2
1049,16,0,2,17.90170346,2,17,2,0,3,0,0,0,1,0,2,2.483636349,2.099885157,2,2,3,3,2
1050,16,1,1,19.44106949,2,16,2,0,4,1,1,0,0,0,4,2.376296146,2.461046963,1,1,3,1,3
1051,17,1,2,17.18649902,0,5,0,0,3,0,0,0,0,0,3,2.68931744,2.935477192,0,1,2,1,3
1052,16,1,0,2.200354423,2,12,2,1,1,0,1,0,1,0,3,1.942791603,1.986378059,2,2,4,1,2
1053,17,1,1,18.94855996,1,22,2,0,4,1,0,0,1,0,3,1.377710646,1.571544191,2,2,4,1,3
1054,18,0,2,8.467160547,0,13,2,0,1,1,0,1,0,0,2,1.499911907,1.66431069,2,2,4,1,2
1055,17,0,0,0.1862058152,1,29,2,1,2,1,1,1,0,0,4,0.8129611621,0.7562591666,4,4,4,3,3
1056,18,0,1,8.847874815,0,25,2,0,2,1,0,1,0,0,1,0.9569415842,0.8027695392,3,3,4,2,2
1057,18,1,4,0.9213833935,1,20,2,0,2,1,0,1,1,0,2,1.413030447,1.342387178,3,3,4,2,3
1058,15,0,4,10.87755842,1,29,2,0,3,1,1,0,0,0,2,0.3298109043,0.2865712883,4,4,4,2,3
1059,17,0,1,6.771080549,1,9,1,1,3,0,0,1,0,0,3,2.89838035,2.613838694,1,1,2,2,2
1060,15,1,0,9.468698672,1,23,2,0,3,1,0,1,0,0,3,0.7667862701,0.9290125546,3,3,4,2,3
1061,17,1,1,12.26340721,2,10,1,0,0,1,1,0,1,0,4,1.576613563,1.892758696,2,2,4,1,3
1062,17,0,1,17.37602192,1,12,2,0,2,1,0,0,1,0,4,2.375984261,2.331261549,1,1,3,2,3
1063,15,0,3,13.23803153,1,11,1,0,3,1,0,1,0,0,3,2.13967753,2.234238473,1,1,3,1,3
1064,15,0,1,8.68097737,2,8,1,0,2,1,0,1,0,0,2,2.045795281,2.385828219,1,1,3,2,3
1065,17,0,2,16.38855707,2,3,0,1,4,1,0,0,0,0,2,2.941165068,3.347356744,0,0,1,2,3
1066,16,0,1,18.11164275,0,6,1,1,3,0,1,0,0,0,2,3.639156289,3.261855307,0,0,1,1,2
1067,18,0,4,2.395199329,1,23,2,0,3,0,0,1,0,0,2,0.9740431207,1.039623879,3,3,4,1,2
1068,15,1,1,10.63865955,0,28,2,0,0,1,0,1,0,0,1,0.02823086133,0.02781862473,4,4,4,2,3
1069,18,1,2,5.690239195,0,21,2,1,3,1,0,0,1,0,2,1.341143421,1.329964538,3,3,4,3,3
1070,16,1,1,0.9412239575,2,1,0,0,4,1,0,0,1,0,1,3.871398618,3.283916522,0,0,1,1,3
1071,16,0,2,13.3709339,2,6,1,0,2,1,1,0,0,0,4,3.066198327,2.937454182,0,1,2,3,3
1072,16,1,1,17.25541555,0,28,2,0,3,0,0,0,1,1,1,0.7526625862,0.7388682028,4,4,4,2,2
1073,15,0,1,3.25805309,2,8,1,0,2,1,1,1,0,0,4,2.270776637,2.556801663,1,1,2,2,3
1074,16,0,3,16.24827315,2,4,0,1,2,1,0,0,0,0,4,2.867772925,3.300928569,0,0,1,1,3
1075,15,1,3,17.06791467,2,14,2,0,3,0,1,0,1,0,1,2.640744476,2.200682947,1,1,3,2,3
1076,16,0,3,18.28680885,0,17,2,0,3,1,0,1,0,0,3,1.864277659,1.855865573,2,2,4,3,3
1077,18,0,2,5.305701782,2,3,0,0,3,1,0,0,0,0,4,3.244853043,2.734401494,1,1,2,3,3
1078,18,1,3,18.0790613,0,18,2,1,1,0,1,1,0,0,4,2.301792264,2.131737297,1,2,3,2,3
1079,17,1,0,6.413255095,1,19,2,0,1,1,0,0,0,0,4,1.027983424,0.9797699108,3,3,4,1,3
1080,18,1,1,11.04676027,0,25,2,0,3,0,0,1,0,0,2,1.158533601,0.9943250236,3,3,4,1,2
1081,17,0,1,1.010149417,0,6,1,0,1,1,0,1,0,0,3,2.397264227,2.074699977,2,2,3,2,3
1082,18,1,2,0.8776217674,2,25,2,0,2,1,0,0,0,0,4,0.4338556037,0.5005080358,4,4,4,1,3
1083,15,1,1,14.40746425,1,7,1,0,0,0,1,1,0,0,4,2.463475881,2.532438418,1,1,2,3,3
1084,18,0,1,8.88959956,0,16,2,0,1,1,0,1,0,0,1,1.667781676,1.463378036,2,2,4,3,2
1085,17,1,2,5.125847507,0,12,2,0,3,1,1,1,0,0,2,2.374153939,2.342836773,1,1,3,3,3
1086,17,1,3,3.80826992,2,23,2,0,3,1,0,0,0,0,4,1.133354821,1.158846334,3,3,4,2,3
1087,16,1,1,13.39906982,0,20,2,1,1,0,1,0,1,1,4,1.657655051,1.523748745,2,2,4,2,3
1088,15,0,1,0.008030880507,2,27,2,0,1,1,0,0,1,0,4,0,0,4,4,4,3,3
1089,18,0,1,16.11782338,0,22,2,0,0,1,1,0,1,0,1,1.063123497,1.058622014,3,3,4,1,2
1090,16,0,1,1.584992123,0,10,1,0,2,1,0,0,1,1,2,1.899958585,2.229740184,1,1,3,1,3
1091,18,0,1,3.829792298,1,26,2,0,1,1,0,0,0,1,4,0.1878133421,0.1947432807,4,4,4,3,3
1092,18,1,2,7.724727906,1,0,0,0,2,1,1,1,0,0,1,3.226974403,3.506920071,0,0,0,1,3
1093,16,0,2,9.697174794,1,1,0,1,3,1,0,0,0,0,1,4.063872127,3.552286943,0,0,0,3,3
1094,16,0,2,7.099902316,0,16,2,1,3,0,0,1,0,0,1,2.163916455,2.238491354,1,1,3,3,2
1095,16,1,1,6.4142433,2,4,0,0,1,1,1,1,0,0,3,2.2310584,2.708472344,1,1,2,1,3
1096,16,1,3,19.27832024,1,29,2,0,3,1,0,0,0,1,3,0.7585557463,0.7329082339,4,4,4,3,3
1097,16,1,1,12.83159362,0,29,2,0,4,1,0,0,1,0,2,0.8540124449,0.9654824453,3,3,4,2,3
1098,18,0,2,0.4686591073,1,5,0,0,2,1,0,1,0,0,2,2.583867889,2.55523286,1,1,2,2,2
1099,16,0,3,8.603518169,2,25,2,0,2,1,1,0,1,1,3,0.8013834776,0.7443222999,4,4,4,2,3
1100,15,0,1,17.50017399,0,24,2,0,2,1,0,0,0,0,1,0.8601217128,0.7220565814,4,4,4,1,2
1101,17,1,1,6.029123728,0,23,2,1,1,0,1,1,0,1,3,1.266714462,1.27122953,3,3,4,3,2
1102,16,1,3,1.891126895,2,6,1,0,3,1,1,0,1,1,4,2.303695119,2.526142141,1,1,2,1,4
1103,16,0,1,15.16769543,1,27,2,0,3,1,1,1,0,0,4,0.7657997074,0.9424153954,3,3,4,1,3
1104,18,1,2,12.12027664,1,20,2,1,2,1,0,1,0,0,1,1.563905453,1.515639098,2,2,4,3,3
1105,16,1,0,11.40625016,0,29,2,0,3,1,1,0,0,0,3,0.5889149062,0.6482739267,4,4,4,3,3
1106,16,1,2,1.071531192,0,14,2,0,3,0,0,1,1,1,3,2.151249448,2.048850082,2,2,3,2,3
1107,16,0,1,2.809980196,1,18,2,0,0,1,1,0,0,1,4,0.7321536709,0.8422959993,3,3,4,1,2
1108,18,1,0,12.45098792,0,15,2,0,1,1,0,1,0,0,3,1.430345591,1.464187924,2,2,4,2,3
1109,16,1,2,4.156476829,1,24,2,1,3,1,1,1,0,0,3,1.696454019,1.487946865,2,2,4,2,3
1110,17,0,1,10.08140159,1,12,2,1,4,1,0,0,0,0,3,2.303772491,2.587565796,1,1,2,3,3
1111,18,0,1,10.89763372,0,4,0,1,3,0,0,0,0,0,1,3.197204827,3.220806978,0,0,1,1,2
1112,17,1,0,5.670143805,2,2,0,1,4,0,0,0,1,0,3,3.308527015,3.545159432,0,0,0,1,3
1113,18,1,1,18.96850311,2,2,0,0,2,1,0,0,0,0,2,3.480238485,3.089598953,0,0,1,1,3
1114,16,0,1,16.84928214,2,18,2,1,1,0,0,1,1,0,4,1.689060016,1.91995644,2,2,4,3,2
1115,17,0,0,14.44747015,0,13,2,1,2,1,0,0,0,0,4,2.066473111,2.198593185,1,2,3,2,3
1116,18,1,3,1.559877328,0,15,2,0,0,0,0,0,0,1,2,0.8582012775,0.8782126168,3,3,4,1,2
1117,15,1,0,2.122600386,1,21,2,0,3,1,1,0,1,0,4,1.146519276,1.340368648,3,3,4,1,3
1118,16,1,2,9.855626917,0,16,2,0,4,1,0,0,0,0,2,1.588117361,1.819511336,2,2,4,3,3
1119,18,1,1,3.214266984,2,26,2,0,3,0,0,1,0,0,4,0.6077172075,0.6193509315,4,4,4,1,3
1120,15,0,1,19.56530927,0,3,0,0,2,1,1,0,1,1,1,3.187779451,3.61946087,0,0,0,1,2
1121,18,1,3,3.170404681,1,12,2,1,1,1,1,1,0,0,3,2.452591891,2.174902796,1,2,3,2,3
1122,15,1,1,9.749356709,1,7,1,1,1,1,0,1,1,0,2,3.302675772,2.974406015,0,1,2,3,3
1123,16,0,4,7.282421137,1,18,2,0,2,1,0,0,0,0,2,0.9092876904,0.9807358437,3,3,4,3,3
1124,17,1,1,12.78772843,0,4,0,0,3,0,0,0,0,0,3,3.253221096,3.101673809,0,0,1,3,3
1125,15,0,2,2.580728178,1,1,0,1,2,0,1,0,1,0,1,3.83133001,3.498257342,0,0,1,3,2
1126,18,1,2,8.606328561,0,14,2,0,4,1,1,0,0,0,4,2.333619199,2.590553445,1,1,2,2,3
1127,16,1,3,5.494100656,2,1,0,0,3,0,1,0,0,0,2,3.305683822,3.535003758,0,0,0,3,3
1128,15,0,2,17.75503049,0,10,1,1,1,0,0,1,0,0,1,2.519718245,2.819921745,1,1,2,1,2
1129,18,0,2,0.8117142427,2,12,2,1,1,1,1,1,0,0,4,2.110687405,2.016596775,2,2,3,2,3
1130,18,1,1,18.27454988,2,22,2,1,3,1,0,0,0,0,1,1.159237141,1.371185039,3,3,4,3,3
1131,18,1,1,16.65988277,0,9,1,0,1,0,0,0,0,0,4,2.406172889,2.104795588,1,2,3,2,3
1132,15,1,3,5.951414329,2,2,0,0,3,0,0,0,0,0,3,3.302914589,3.030439089,0,0,1,3,3
1133,15,0,1,15.78581309,0,4,0,1,2,0,0,1,0,0,3,4.236992199,3.582421872,0,0,0,2,2
1134,15,1,1,0.6242712068,2,2,0,0,1,1,1,0,0,0,1,2.667290048,2.426546706,1,1,3,1,3
1135,17,0,2,19.33731101,1,5,0,1,2,0,1,0,0,0,4,3.26703295,3.16143627,0,0,1,3,3
1136,15,0,1,10.53189885,0,12,2,0,2,0,1,0,0,0,1,2.428954803,2.12263853,1,2,3,3,2
1137,15,1,4,6.065620521,1,9,1,0,3,0,0,1,0,0,2,2.115282465,2.204860581,1,1,3,2,3
1138,15,0,2,7.251664252,0,18,2,0,0,1,1,0,1,1,3,1.389665868,1.1829875,3,3,4,3,2
1139,17,1,2,1.328107069,2,7,1,0,3,1,1,0,0,0,3,2.588874562,2.738795716,1,1,2,1,3
1140,15,1,3,19.78699028,0,17,2,1,3,0,0,0,0,0,4,1.899944045,2.237901301,1,1,3,3,3
1141,18,1,0,0.785838903,1,2,0,0,3,0,1,0,0,0,1,2.752252163,3.139481546,0,0,1,2,2
1142,15,1,1,13.09814246,1,23,2,1,0,0,1,1,0,0,2,1.016929081,1.046044771,3,3,4,2,2
1143,18,1,2,8.854718554,2,23,2,1,3,1,0,0,0,0,1,0.7667840361,0.8164582452,3,3,4,1,3
1144,18,0,1,18.97832436,0,16,2,0,2,0,1,0,1,0,1,2.250499049,2.033544621,2,2,3,1,2
1145,18,0,2,4.919994806,1,7,1,1,2,1,1,1,0,0,4,2.314474244,2.432078523,1,1,3,2,3
1146,17,1,3,10.64173648,1,9,1,0,3,1,1,0,0,0,1,2.285881424,2.65977132,1,1,2,3,3
1147,17,1,2,9.647124172,2,1,0,1,2,0,1,0,0,1,4,3.778763733,3.58888794,0,0,0,3,3
1148,17,0,1,14.05732888,0,11,1,0,3,1,0,1,0,0,3,2.497372329,2.314587628,1,1,3,2,3
1149,15,0,4,1.360204639,0,22,2,0,1,1,1,1,0,1,4,1.146428802,1.00722582,3,3,4,1,3
1150,18,0,2,3.8757826,0,5,0,0,3,1,1,0,0,0,4,3.246572303,2.881612321,1,1,2,2,3
1151,17,0,2,4.291296402,2,1,0,0,1,0,0,1,1,0,2,3.082513206,2.804504929,1,1,2,3,2
1152,17,1,1,14.7630151,0,20,2,1,3,1,0,1,0,0,3,1.842789242,1.762921124,2,2,4,2,3
1153,15,1,3,3.782773927,1,22,2,0,4,1,1,0,0,1,4,1.167453578,1.119911263,3,3,4,3,4
1154,17,0,2,11.46983528,0,23,2,0,2,1,0,0,0,0,2,0.8301661616,1.030657506,3,3,4,2,3
1155,15,1,2,4.30487641,2,2,0,0,2,0,1,0,0,0,1,3.441833376,3.075619354,0,0,1,1,2
1156,16,0,3,17.232499,2,16,2,1,3,0,1,1,0,0,1,2.5150561,2.631434065,1,1,2,1,2
1157,17,1,1,18.84370909,1,28,2,0,0,1,0,1,1,1,2,0.5189488842,0.5030669073,4,4,4,3,3
1158,16,0,2,10.3698595,1,6,1,0,2,1,0,0,0,0,4,2.976869587,2.784237837,1,1,2,2,3
1159,15,1,3,7.046177684,0,28,2,0,2,0,0,0,0,0,3,0.257124275,0.2476267651,4,4,4,2,3
1160,18,0,1,4.6811555,0,20,2,0,3,0,0,0,0,1,3,1.21135823,1.18954877,3,3,4,3,2
1161,17,0,2,0.9956200305,0,4,0,1,3,1,1,0,0,1,4,3.528161603,3.375994009,0,0,1,1,3
1162,15,1,3,5.370001524,1,22,2,1,3,1,0,0,0,0,2,1.060679998,1.293573556,3,3,4,2,3
1163,18,0,2,13.0847156,1,0,0,1,3,0,0,0,1,1,3,4.324210787,3.718586904,0,0,0,2,2
1164,18,1,2,10.67233863,2,7,1,0,3,1,1,0,0,0,2,3.157423553,2.670559615,1,1,2,2,3
1165,16,1,3,18.88082557,1,11,1,1,2,0,1,0,0,0,3,2.58617416,2.369648013,1,1,3,3,3
1166,15,0,3,7.92554525,2,13,2,0,2,0,0,1,0,0,2,1.333786207,1.62448682,2,2,4,2,2
1167,18,1,1,13.87726685,1,15,2,1,2,1,1,1,0,0,1,2.811400611,2.537476828,1,1,2,1,3
1168,17,1,0,9.78645495,1,9,1,0,4,1,0,1,0,0,4,2.443241416,2.298417929,1,1,3,1,3
1169,17,1,2,10.25152432,0,14,2,0,3,1,1,0,0,0,2,2.144252716,2.25980415,1,1,3,2,3
1170,16,1,2,5.355486292,1,20,2,0,2,0,0,1,0,0,4,1.382707232,1.321343301,3,3,4,2,3
1171,18,1,2,9.099015537,1,23,2,0,3,1,0,1,0,0,4,1.113168556,0.9499742281,3,3,4,3,3
1172,15,0,2,9.41569994,2,25,2,0,2,1,1,0,0,1,4,0.8991013903,0.8187866161,3,3,4,1,3
1173,17,1,1,14.13285043,2,14,2,1,3,1,0,0,0,0,1,2.782594773,2.339224513,1,1,3,3,3
1174,18,1,2,18.81279998,0,9,1,0,2,0,0,1,0,0,3,2.675515075,2.682776288,1,1,2,1,3
1175,18,1,1,6.58642555,0,20,2,1,1,1,1,0,0,0,1,1.611364583,1.543837471,2,2,4,2,3
1176,16,1,2,0.8440093716,1,27,2,0,3,0,1,0,0,0,3,0.2233603969,0.1969011048,4,4,4,1,3
1177,17,1,2,9.92590251,1,6,1,0,3,0,0,0,0,0,3,2.486080714,2.748610257,1,1,2,3,3
1178,17,0,1,10.88922664,0,25,2,1,2,0,1,0,1,0,2,1.076203618,1.104893788,3,3,4,1,2
1179,15,1,1,3.368811023,2,2,0,0,2,1,1,0,0,0,4,2.250132904,2.553439811,1,1,2,2,3
1180,17,0,2,15.20929213,2,1,0,0,3,0,1,0,0,1,3,3.322492145,3.274233459,0,0,1,1,2
1181,15,0,2,19.69858217,2,5,0,1,3,1,0,0,0,0,2,3.296052305,3.186060378,0,0,1,2,3
1182,17,0,1,18.91549434,0,20,2,0,3,0,1,0,0,0,2,1.541033507,1.72211575,2,2,4,1,2
1183,16,0,4,3.942120776,2,8,1,0,2,0,1,1,0,0,2,2.790560644,2.338046358,1,1,3,3,3
1184,17,1,2,17.5072648,2,9,1,1,4,1,1,1,0,0,2,3.49537333,3.273998748,0,0,1,2,4
1185,15,0,4,14.08987273,1,3,0,0,3,1,0,0,0,0,2,3.578311752,2.993502391,0,1,2,3,3
1186,15,0,2,9.076931276,1,26,2,1,3,0,1,0,0,0,2,0.9106054757,0.896397899,3,3,4,1,2
1187,16,1,2,10.81221989,2,2,0,0,3,0,0,0,0,0,3,3.076440162,2.961055259,0,1,2,1,3
1188,17,1,3,16.9920035,1,8,1,0,1,0,1,0,0,0,3,2.935599998,2.674351095,1,1,2,2,3
1189,17,1,2,9.602698793,1,23,2,0,0,0,1,1,0,0,2,1.38319779,1.217873151,3,3,4,3,2
1190,16,0,2,7.464147382,1,21,2,1,3,1,0,0,0,0,4,1.413484829,1.36559111,3,3,4,1,3
1191,17,1,1,9.864949861,1,16,2,0,2,0,0,0,0,1,4,1.78255967,1.522274845,2,2,4,3,3
1192,17,1,2,11.58259608,0,13,2,1,3,1,0,0,0,0,4,2.084611318,2.231402397,1,1,3,1,3
1193,15,0,1,3.781553076,2,9,1,0,2,0,1,0,0,0,4,2.302299264,2.135266355,1,2,3,3,3
1194,17,1,1,18.01815461,2,12,2,0,2,0,0,0,0,0,4,2.147360367,2.255698915,1,1,3,2,3
1195,17,1,0,13.48373898,1,11,1,1,1,0,1,0,1,0,1,3.198955831,2.751145788,1,1,2,1,2
1196,16,1,0,12.66537835,0,26,2,0,3,1,1,1,0,0,4,0.9105786095,0.8976341586,3,3,4,3,3
1197,16,1,4,1.989924524,1,0,0,0,1,1,1,0,0,1,3,3.011250629,3.117354435,0,0,1,1,3
1198,18,0,1,12.08347876,0,27,2,0,3,1,1,0,1,0,2,1.424082066,1.287595131,3,3,4,2,2
1199,15,1,2,2.419213245,0,21,2,0,2,1,0,0,0,0,1,0.6815933841,0.571053098,4,4,4,3,3
1200,17,1,3,1.573953504,1,28,2,0,3,0,1,0,0,0,3,0.6176099404,0.5813557995,4,4,4,3,3
1201,17,0,2,10.54621791,1,18,2,0,1,0,0,0,1,0,4,1.767641336,1.643462404,2,2,4,3,2
1202,18,1,1,8.055710681,1,18,2,0,1,1,0,0,0,0,1,1.027793944,1.234844041,3,3,4,3,3
1203,17,0,2,11.7762054,0,5,0,0,3,0,0,1,0,1,4,2.666675486,2.96809362,0,1,2,3,2
1204,15,1,2,1.784443361,1,12,2,0,2,1,1,0,0,0,2,2.149072944,2.00929848,2,2,3,1,3
1205,18,0,2,8.619661257,0,18,2,0,1,0,1,0,0,0,4,1.323057825,1.146086034,3,3,4,3,2
1206,15,0,2,3.495734301,2,12,2,1,4,0,0,0,0,0,4,2.520499675,2.192363198,1,2,3,2,2
1207,18,0,4,19.74200172,1,26,2,1,1,0,1,0,0,0,3,1.005236617,0.9457308733,3,3,4,3,2
1208,18,0,2,11.22300425,2,25,2,0,2,0,1,0,0,0,4,0.6193209167,0.5672500285,4,4,4,2,2
1209,16,1,1,13.74873722,0,21,2,0,1,0,0,0,0,0,1,0.9733685744,0.9707643471,3,3,4,2,2
1210,15,0,2,6.508365614,0,20,2,1,2,0,1,0,1,1,1,1.382422328,1.656060126,2,2,4,2,2
1211,17,1,0,1.894778296,2,3,0,0,2,1,0,0,1,0,1,2.801239643,2.839313249,1,1,2,3,3
1212,17,0,3,19.51741726,0,23,2,0,1,1,0,0,1,1,2,0.1607970915,0.1898180599,4,4,4,3,3
1213,15,0,1,5.725180708,1,1,0,0,3,1,1,0,0,0,3,3.400386501,3.258294685,0,0,1,1,3
1214,17,0,1,8.476163703,1,14,2,1,2,0,0,0,0,0,1,2.188442404,1.920055853,2,2,4,3,2
1215,17,1,3,12.99727843,0,11,1,0,3,0,0,0,0,0,4,2.112492677,2.021771494,2,2,3,1,3
1216,15,0,2,0.4939459537,2,29,2,1,1,0,1,0,0,0,3,0.1427449417,0.1259330746,4,4,4,2,2
1217,18,1,1,16.20518261,1,26,2,1,2,0,1,0,0,0,1,1.174251702,1.287013412,3,3,4,2,2
1218,15,1,2,10.7315638,0,6,1,0,0,0,1,0,1,0,3,2.78226805,2.591426703,1,1,2,1,3
1219,18,1,3,5.564343741,0,19,2,1,3,1,0,0,0,0,4,1.676461423,1.463379649,2,2,4,1,3
1220,17,1,1,1.232159706,0,17,2,0,3,0,0,0,0,0,4,1.582987073,1.465549386,2,2,4,2,3
1221,17,1,3,3.249968309,2,22,2,0,3,0,1,1,0,1,3,1.78315512,1.710466838,2,2,4,2,3
1222,17,1,0,17.90067718,2,12,2,0,2,1,0,1,0,1,2,2.277103096,2.288505685,1,1,3,1,3
1223,16,1,2,13.72048448,0,16,2,0,3,1,0,0,1,0,4,1.975443085,1.960968849,2,2,4,3,3
1224,18,1,3,4.998034433,0,3,0,0,3,1,0,0,0,0,3,2.633396865,2.621623326,1,1,2,1,3
1225,16,1,1,1.312015299,2,24,2,0,0,0,1,0,0,0,3,0.7989401815,0.768316386,4,4,4,2,2
1226,16,0,2,13.81230625,1,13,2,0,1,0,0,0,1,0,3,1.543093012,1.806406345,2,2,4,1,2
1227,15,0,1,11.44815452,1,19,2,0,2,1,0,0,0,0,4,0.9514399445,0.8818663531,3,3,4,2,3
1228,16,0,2,8.090390489,1,27,2,0,3,0,0,1,0,0,3,0.7911226878,0.8170682207,3,3,4,1,2
1229,15,0,2,7.272228984,0,12,2,1,0,1,0,0,0,0,3,1.31433096,1.446132528,2,2,4,3,2
1230,15,0,2,4.336285519,2,2,0,0,3,0,0,1,0,0,2,3.918051223,3.339094362,0,0,1,2,2
